ID,LATITUDE,LONGITUDE,DATUM,NETWORK_ST,STATION_NA,METHOD,VS30__M_S_,MAX_DEPTH,CONTACT,REFERENCE,URL,GEOLOGIC_D,COMMENTS,IP2007,Junko2018
SKA.286,47.572,-122.338,WGS84?,NA,Spokane St. Viaduct (S11e),Unknown,151.7,30.5,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,18,8
TH.2,37.78022,-122.24628,WGS84,NA,ALC002,SCPT,152,21.1,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,8
SKA.251,47.595,-122.333,WGS84?,USGSH,King Dome West (KD4) (S23),DH_CH,152.5,29,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,7,8
SKA.787,49.200317,-123.113609,WGS84?,NA,FD92-2,PS_Susp_Log,153.1,34,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,8,10
SKA.32,46.9716,-123.8264,WGS84?,NSMP,7035 Aberdeen; Fire Station,MASW; MAM; P-Wave_refr; SH-Wave_refr,153.8,53.3,Ray_Cakir,CakirAndWalsh2011,http://www.dnr.wa.gov/Publications/ger_misc_23_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,9,8
SKA.272,47.47,-122.249,WGS84?,NA,Renton Effluent Sysem (S32b),DH_CH,153.9,25.9,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,5,8
RC.12,46.972,-123.826,NA,7035,"Aberdeen, Fire Station","MASW (R-wave), AM, Seismic Refraction (P-wave), Seismic Refraction (S-wave)",154,30,Recep Cakir,"Cakir, R., and T. J. Walsh (2011) Shallow seismic site characterizations at 23 strong-motion station sites in and near Washington state, NEHRP Tech Reprt G10AP00027, 103 pp.",http://earthquake.usgs.gov/research/external/reports/G10AP00027.pdf,"Logan, R. L. (compiler) (1987), Geologic map of the Chehalis River and Westport quadrangles, Washington: Washington Division of Geology and Earth Resources Open File Report 87-8, 16 p., 1 plate, scale 1:100,000. [accessed Mar. 31, 2009 at http://www.dnr.",NA,9,8
TH.38,37.85854,-122.30108,WGS84,NA,ALC038,SCPT,154,26.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,9
TH.41,37.86728,-122.30334,WGS84,NA,ALC041,SCPT,154,15.1,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,9
TH.1252,35.248219,-90.165977,WGS84,NA,CNC022,SCPT,154,20.2,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,11
TH.867,29.060141,-95.267593,WGS84,NA,BZA008,SCPT,154,14.9,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,11
UGS.262,41.309791,-112.100127,WGS84,NA,Plain City Landfill,SASW,154,37,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,NA,Original coordinates in UTM Zone 12 NAD27.,16,11
SKA.778,49.048387,-123.109886,WGS84?,NA,FD86-5,PS_Susp_Log,154.1,84,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.403,44.895689,-123.998815,WGS84?,NA,DLP1,SCPT,155,40,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured; First layer >= 30 m thick,3,3a
TH.34,37.86731,-122.31233,WGS84,NA,ALC034,SCPT,155,27.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,9
TH.860,28.97942,-95.285103,WGS84,NA,BZA001,SCPT,155,32.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,11
TH.883,28.77471,-95.612373,WGS84,NA,MGA004,SCPT,155,24,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,11
TH.1105,46.383701,-96.995537,WGS84,NA,RCD043,SCPT,155,20.8,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
TH.966,32.783772,-79.798813,WGS84,NA,CHN005,SCPT,155,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,12
SKA.247,47.595,-122.333,WGS84?,NA,King Dome East (B4) (S25a),DH_CH,155.2,23.8,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,7,8
SKA.882,49.090791,-122.934203,WGS84?,NA,SCPT93-1,SCPT,155.2,40.1,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,13,11
SKA.783,49.197354,-123.179777,WGS84?,NA,FD91-1,PS_Susp_Log,155.4,52,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,10
SKA.583,45.448166,-123.866259,WGS84?,NA,TC34,SH-Wave_refr,155.8,23,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,7,10
SKA.432,45.477688,-123.844861,WGS84?,NA,Hall Slough,DH_CH,155.9,31,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,7,10
SKA.843,49.130223,-123.195285,WGS84?,NA,SCP95-20,SCPT,155.9,32.4,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.784,49.175717,-123.04657,WGS84?,NA,FD91-2,PS_Susp_Log,156.2,42,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,14,11
SKA.800,49.116986,-123.003376,WGS84?,NA,FD95-3,PS_Susp_Log,156.2,91,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
AY.RUS.2,34.051548,-118.080097,WGS84,CI.RUS,NA,MASW (R-wave),157,50,Alan Yong,"Yong, 2017",https://doi.org/10.5066/F71Z43BT ,"Dibblee, T.W., and Ehrenspeck, H.E., 1999, Geologic map of the El Monte and Baldwin Park quadrangles, Los Angeles County, California: Dibblee Foundation Map DF-69, scale 1:24,000, https://ngmdb.usgs.gov/Prodesc/proddesc_71698.htm.",Data source: Catchings et al.,12,9
UGS.202,40.919348,-111.90108,WGS84,NA,Proposed Legacy Parkway,SCPT,157,37,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (2000), Shear wave velocity and geotechnical data for the proposed Legacy Highway project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,18,11
UGS.293,40.099049,-111.712738,WGS84,NA,Woffinden Home,SASW,157,30,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,NA,Original coordinates in UTM Zone 12 NAD27.,16,11
TH.1103,46.383572,-97.029381,WGS84,NA,RCD040,SCPT,157,19.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
SKA.782,49.197502,-123.138076,WGS84?,NA,FD90-1,PS_Susp_Log,157.3,40,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,10
SKA.846,49.173103,-123.058257,WGS84?,NA,SCP95-23,SCPT,157.3,35.25,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,14,11
SKA.852,49.138533,-123.097976,WGS84?,NA,SCP95-29,SCPT,157.3,34.85,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
SKA.888,49.111916,-122.912249,WGS84?,NA,SCPT93-7,SCPT,157.6,21.05,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,11,11
SKA.282,47.572,-122.338,WGS84?,NA,Spokane St. Viaduct (S11a),Unknown,158,30.5,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,18,8
SKA.285,47.572,-122.338,WGS84?,NA,Spokane St. Viaduct (S11d),Unknown,158,30.5,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,18,8
TH.886,28.79657,-95.616692,WGS84,NA,MGA007,SCPT,158,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
TH.887,28.78989,-95.629334,WGS84,NA,MGA008,SCPT,158,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
SKA.273,47.47,-122.249,WGS84?,NA,Renton Effluent Sysem (S32c),DH_CH,158.1,25.9,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,5,8
SKA.876,49.17306,-123.114507,WGS84?,NA,SCPT89-6,SCPT,158.1,27.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
SKA.349,45.590822,-122.592184,WGS84?,NA,Airport2,DH_CH,158.3,84,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,13,8
SKA.909,49.062689,-123.110095,WGS84?,NA,SFU89-1,PS_Susp_Log,158.3,22,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
TH.4,37.78287,-122.24778,WGS84,NA,ALC004,SCPT,159,22,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,11,8
SKA.834,49.15585,-123.201146,WGS84?,NA,SCP94-11,SCPT,159,25,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,18,11
TH.861,28.97562,-95.29631,WGS84,NA,BZA002,SCPT,159,30,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,11
SKA.788,49.173103,-123.058257,WGS84?,NA,FD92-3,PS_Susp_Log,159.1,30.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,14,11
SKA.793,49.148754,-123.194631,WGS84?,NA,FD93-3,PS_Susp_Log,159.4,46,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.850,49.032242,-123.147705,WGS84?,NA,SCP95-27,SCPT,159.6,35.55,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
TH.28,37.73822,-122.23774,WGS84,NA,ALC028,SCPT,160,16,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,8
JO.SLV.20,40.22649,-111.71094,WGS84,NA,PA,Refraction-Reflection (Minivib),160,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams","Application of the Spatial-autocorrelation Microtremor-array method for Characterizing S-wave Velocity in the Upper 300 m of Salt Lake Valley, Utah"" by W.J. Stephenson and J.K. Odum.",http://library.seg.org/doi/abs/10.1190/1.9781560802259.ch28,http://ngmdb.usgs.gov/Prodesc/proddesc_9187.htm,In Alan DB Already.,11,11
UGS.150,40.75805,-111.90468,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,160,33,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,12,11
UGS.203,40.833595,-111.941903,WGS84,NA,Proposed Legacy Parkway,SCPT,160,37,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (2000), Shear wave velocity and geotechnical data for the proposed Legacy Highway project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,16,11
WS.10,40.22649,-111.71094,NA,NA,Provo Airport (PA),Seismic Refraction (S-wave),160,NA,William J. Stephenson,"Stephenson, W. J., Williams, R. A., Odum, J. K., and Worley, D. M. (2007), Miscellaneous high-resolution seismic imaging investigations in Salt Lake and Utah Valleys for earthquake hazards, USGS Open File Report 07-1152, 34 pp.",http://pubs.usgs.gov/of/2007/1152/,"Solomon, B.J., Storey, N., Wong, I., Silva, W., Gregor, N., Wright, D., and McDonald G., (2004) Earthquake-hazards scenario for a M7 earthquake on the Salt Lake City segment of the Wasatch fault zone, Utah CD-ROM: Salt Lake City, Utah, Utah Geological Su",NA,11,11
SKA.872,49.08448,-122.912298,WGS84?,NA,SCPT89-2,SCPT,160.3,29.43,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,18,11
SKA.913,49.099803,-122.979401,WGS84?,NA,VAN94-12,SCPT,160.5,40.55,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
SKA.794,49.111493,-123.035166,WGS84?,NA,FD93-4,PS_Susp_Log,160.6,48.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
JO.TAC.18,47.251235,-122.398254,WGS84,NA,tfd,SPAC,160.9,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams", ,NA,Jack Odum and http://ngmdb.usgs.gov/maps/mapview/,NA,13,8
SKA.870,49.071911,-122.956821,WGS84?,NA,SCPT88-8,SCPT,160.9,29.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,18,11
SKA.17,47.20442,-122.23273,WGS84?,UW,SMNR,MASW; MAM; P-Wave_refr; SH-Wave_refr,161,39.6,Ray_Cakir,CakirAndWalsh2010,http://www.dnr.wa.gov/Publications/ger_misc_20_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,13,8
JO.SLV.28,40.223,-111.721,WGS84,NA,DPA,Borehole,161,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams","Application of the Spatial-autocorrelation Microtremor-array method for Characterizing S-wave Velocity in the Upper 300 m of Salt Lake Valley, Utah"" by W.J. Stephenson and J.K. Odum.",http://library.seg.org/doi/abs/10.1190/1.9781560802259.ch28,http://ngmdb.usgs.gov/Prodesc/proddesc_9187.htm,In Alan DB Already.,16,11
UGS.143,40.770977,-111.909298,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,161,30,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,8,11
UGS.149,40.757951,-111.906929,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,161,35,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,12,11
UGS.162,40.769039,-111.910551,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,161,34,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,8,11
WS.16,40.223,-111.721,NA,NA,Provo Airport (DPA),Downhole,161,NA,William J. Stephenson,"Stephenson, W. J., Williams, R. A., Odum, J. K., and Worley, D. M. (2007), Miscellaneous high-resolution seismic imaging investigations in Salt Lake and Utah Valleys for earthquake hazards, USGS Open File Report 07-1152, 34 pp.",http://pubs.usgs.gov/of/2007/1152/,"Solomon, B.J., Storey, N., Wong, I., Silva, W., Gregor, N., Wright, D., and McDonald G., (2004) Earthquake-hazards scenario for a M7 earthquake on the Salt Lake City segment of the Wasatch fault zone, Utah CD-ROM: Salt Lake City, Utah, Utah Geological Su",NA,16,11
TH.850,46.427471,-96.825684,WGS84,NA,RCD067,SCPT,161,17.4,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
SKA.171,48.41857,-122.34904,WGS84?,NA,Washington Elementary,SH-Wave_refr,161.1,26,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,11,8
